m,Cost,Algorithm
14,488,Complete Greedy
14,1809,Complete Greedy
14,342,Complete Greedy
14,409,Complete Greedy
14,1006,Complete Greedy
14,252,Complete Greedy
14,4073,Complete Greedy
14,975,Complete Greedy
14,551,Complete Greedy
14,2818,Complete Greedy
14,1646,Complete Greedy
14,460,Complete Greedy
14,436,Complete Greedy
14,651,Complete Greedy
14,1368,Complete Greedy
15,9,Complete Greedy
15,472,Complete Greedy
15,397,Complete Greedy
15,1072,Complete Greedy
15,5002,Complete Greedy
15,1182,Complete Greedy
15,1319,Complete Greedy
15,2221,Complete Greedy
15,546,Complete Greedy
15,5071,Complete Greedy
15,1365,Complete Greedy
15,1878,Complete Greedy
15,33,Complete Greedy
15,1924,Complete Greedy
15,958,Complete Greedy
15,1776,Complete Greedy
15,1168,Complete Greedy
15,2077,Complete Greedy
15,467,Complete Greedy
15,9757,Complete Greedy
15,2888,Complete Greedy
15,4715,Complete Greedy
15,7685,Complete Greedy
15,10734,Complete Greedy
15,5189,Complete Greedy
16,11100,Complete Greedy
16,6102,Complete Greedy
16,1563,Complete Greedy
16,1083,Complete Greedy
16,3961,Complete Greedy
16,2048,Complete Greedy
16,3827,Complete Greedy
16,10810,Complete Greedy
16,6556,Complete Greedy
16,4258,Complete Greedy
16,290,Complete Greedy
16,397,Complete Greedy
16,3150,Complete Greedy
16,5469,Complete Greedy
16,1113,Complete Greedy
16,4770,Complete Greedy
16,324,Complete Greedy
16,475,Complete Greedy
16,12478,Complete Greedy
16,11,Complete Greedy
16,2295,Complete Greedy
16,6382,Complete Greedy
16,1167,Complete Greedy
16,864,Complete Greedy
16,11718,Complete Greedy
17,9305,Complete Greedy
17,3714,Complete Greedy
17,19217,Complete Greedy
17,21396,Complete Greedy
17,5146,Complete Greedy
17,10216,Complete Greedy
17,15669,Complete Greedy
17,9090,Complete Greedy
17,4774,Complete Greedy
17,14955,Complete Greedy
17,1928,Complete Greedy
17,15449,Complete Greedy
17,3273,Complete Greedy
17,8806,Complete Greedy
17,4204,Complete Greedy
17,7459,Complete Greedy
17,2034,Complete Greedy
17,4103,Complete Greedy
17,164,Complete Greedy
17,1482,Complete Greedy
17,12187,Complete Greedy
17,23972,Complete Greedy
17,272,Complete Greedy
17,8477,Complete Greedy
17,774,Complete Greedy
18,2524,Complete Greedy
18,26754,Complete Greedy
18,42651,Complete Greedy
18,12645,Complete Greedy
18,24776,Complete Greedy
18,48243,Complete Greedy
18,7729,Complete Greedy
18,67355,Complete Greedy
18,27843,Complete Greedy
18,5429,Complete Greedy
18,34678,Complete Greedy
18,17395,Complete Greedy
18,13857,Complete Greedy
18,18929,Complete Greedy
18,9708,Complete Greedy
18,14655,Complete Greedy
18,10705,Complete Greedy
18,3149,Complete Greedy
18,23661,Complete Greedy
18,10277,Complete Greedy
18,40046,Complete Greedy
18,75259,Complete Greedy
18,7196,Complete Greedy
18,18668,Complete Greedy
18,22550,Complete Greedy
19,15468,Complete Greedy
19,48819,Complete Greedy
19,2965,Complete Greedy
19,6316,Complete Greedy
19,4342,Complete Greedy
19,20694,Complete Greedy
19,3157,Complete Greedy
19,79717,Complete Greedy
19,89758,Complete Greedy
19,33270,Complete Greedy
19,13172,Complete Greedy
19,2764,Complete Greedy
19,17208,Complete Greedy
19,38873,Complete Greedy
19,6952,Complete Greedy
19,20885,Complete Greedy
19,12556,Complete Greedy
19,66392,Complete Greedy
19,751,Complete Greedy
19,15387,Complete Greedy
19,33852,Complete Greedy
19,45004,Complete Greedy
19,6147,Complete Greedy
19,3321,Complete Greedy
19,1346,Complete Greedy
20,77161,Complete Greedy
20,4722,Complete Greedy
20,3267,Complete Greedy
20,32353,Complete Greedy
20,28955,Complete Greedy
20,108818,Complete Greedy
20,12349,Complete Greedy
20,33436,Complete Greedy
20,6248,Complete Greedy
20,52900,Complete Greedy
20,106629,Complete Greedy
20,31886,Complete Greedy
20,155608,Complete Greedy
20,37209,Complete Greedy
20,4102,Complete Greedy
20,10209,Complete Greedy
20,6167,Complete Greedy
20,21653,Complete Greedy
20,55431,Complete Greedy
20,88981,Complete Greedy
20,144023,Complete Greedy
20,47177,Complete Greedy
20,959,Complete Greedy
20,20729,Complete Greedy
20,50783,Complete Greedy
2,1,Karmarkar-Karp
2,0,Karmarkar-Karp
2,1,Karmarkar-Karp
2,0,Karmarkar-Karp
2,1,Karmarkar-Karp
2,1,Karmarkar-Karp
2,0,Karmarkar-Karp
2,1,Karmarkar-Karp
2,0,Karmarkar-Karp
2,1,Karmarkar-Karp
2,0,Karmarkar-Karp
2,1,Karmarkar-Karp
2,1,Karmarkar-Karp
2,0,Karmarkar-Karp
2,0,Karmarkar-Karp
2,1,Karmarkar-Karp
2,0,Karmarkar-Karp
2,0,Karmarkar-Karp
2,0,Karmarkar-Karp
2,1,Karmarkar-Karp
2,1,Karmarkar-Karp
2,0,Karmarkar-Karp
2,1,Karmarkar-Karp
2,0,Karmarkar-Karp
2,0,Karmarkar-Karp
3,1,Karmarkar-Karp
3,1,Karmarkar-Karp
3,0,Karmarkar-Karp
3,2,Karmarkar-Karp
3,0,Karmarkar-Karp
3,0,Karmarkar-Karp
3,0,Karmarkar-Karp
3,1,Karmarkar-Karp
3,1,Karmarkar-Karp
3,1,Karmarkar-Karp
3,1,Karmarkar-Karp
3,0,Karmarkar-Karp
3,1,Karmarkar-Karp
3,1,Karmarkar-Karp
3,1,Karmarkar-Karp
3,1,Karmarkar-Karp
3,1,Karmarkar-Karp
3,0,Karmarkar-Karp
3,0,Karmarkar-Karp
3,1,Karmarkar-Karp
3,1,Karmarkar-Karp
3,0,Karmarkar-Karp
3,1,Karmarkar-Karp
3,1,Karmarkar-Karp
3,1,Karmarkar-Karp
4,0,Karmarkar-Karp
4,0,Karmarkar-Karp
4,0,Karmarkar-Karp
4,0,Karmarkar-Karp
4,0,Karmarkar-Karp
4,1,Karmarkar-Karp
4,1,Karmarkar-Karp
4,1,Karmarkar-Karp
4,0,Karmarkar-Karp
4,0,Karmarkar-Karp
4,0,Karmarkar-Karp
4,1,Karmarkar-Karp
4,2,Karmarkar-Karp
4,0,Karmarkar-Karp
4,1,Karmarkar-Karp
4,1,Karmarkar-Karp
4,0,Karmarkar-Karp
4,1,Karmarkar-Karp
4,1,Karmarkar-Karp
4,1,Karmarkar-Karp
4,0,Karmarkar-Karp
4,0,Karmarkar-Karp
4,3,Karmarkar-Karp
4,1,Karmarkar-Karp
4,1,Karmarkar-Karp
5,1,Karmarkar-Karp
5,1,Karmarkar-Karp
5,1,Karmarkar-Karp
5,2,Karmarkar-Karp
5,0,Karmarkar-Karp
5,1,Karmarkar-Karp
5,2,Karmarkar-Karp
5,2,Karmarkar-Karp
5,2,Karmarkar-Karp
5,2,Karmarkar-Karp
5,0,Karmarkar-Karp
5,0,Karmarkar-Karp
5,1,Karmarkar-Karp
5,1,Karmarkar-Karp
5,0,Karmarkar-Karp
5,1,Karmarkar-Karp
5,1,Karmarkar-Karp
5,1,Karmarkar-Karp
5,1,Karmarkar-Karp
5,1,Karmarkar-Karp
5,1,Karmarkar-Karp
5,0,Karmarkar-Karp
5,1,Karmarkar-Karp
5,1,Karmarkar-Karp
5,2,Karmarkar-Karp
6,0,Karmarkar-Karp
6,3,Karmarkar-Karp
6,0,Karmarkar-Karp
6,0,Karmarkar-Karp
6,0,Karmarkar-Karp
6,0,Karmarkar-Karp
6,1,Karmarkar-Karp
6,5,Karmarkar-Karp
6,0,Karmarkar-Karp
6,0,Karmarkar-Karp
6,1,Karmarkar-Karp
6,1,Karmarkar-Karp
6,1,Karmarkar-Karp
6,3,Karmarkar-Karp
6,3,Karmarkar-Karp
6,1,Karmarkar-Karp
6,0,Karmarkar-Karp
6,0,Karmarkar-Karp
6,11,Karmarkar-Karp
6,1,Karmarkar-Karp
6,2,Karmarkar-Karp
6,2,Karmarkar-Karp
6,1,Karmarkar-Karp
6,1,Karmarkar-Karp
6,2,Karmarkar-Karp
7,2,Karmarkar-Karp
7,2,Karmarkar-Karp
7,2,Karmarkar-Karp
7,5,Karmarkar-Karp
7,1,Karmarkar-Karp
7,0,Karmarkar-Karp
7,2,Karmarkar-Karp
7,2,Karmarkar-Karp
7,0,Karmarkar-Karp
7,5,Karmarkar-Karp
7,0,Karmarkar-Karp
7,1,Karmarkar-Karp
7,1,Karmarkar-Karp
7,0,Karmarkar-Karp
7,5,Karmarkar-Karp
7,2,Karmarkar-Karp
7,2,Karmarkar-Karp
7,5,Karmarkar-Karp
7,1,Karmarkar-Karp
7,1,Karmarkar-Karp
7,1,Karmarkar-Karp
7,0,Karmarkar-Karp
7,2,Karmarkar-Karp
7,1,Karmarkar-Karp
7,1,Karmarkar-Karp
8,1,Karmarkar-Karp
8,0,Karmarkar-Karp
8,6,Karmarkar-Karp
8,2,Karmarkar-Karp
8,0,Karmarkar-Karp
8,4,Karmarkar-Karp
8,0,Karmarkar-Karp
8,1,Karmarkar-Karp
8,1,Karmarkar-Karp
8,6,Karmarkar-Karp
8,9,Karmarkar-Karp
8,11,Karmarkar-Karp
8,2,Karmarkar-Karp
8,0,Karmarkar-Karp
8,8,Karmarkar-Karp
8,3,Karmarkar-Karp
8,8,Karmarkar-Karp
8,1,Karmarkar-Karp
8,1,Karmarkar-Karp
8,5,Karmarkar-Karp
8,5,Karmarkar-Karp
8,0,Karmarkar-Karp
8,5,Karmarkar-Karp
8,7,Karmarkar-Karp
8,9,Karmarkar-Karp
9,37,Karmarkar-Karp
9,4,Karmarkar-Karp
9,2,Karmarkar-Karp
9,3,Karmarkar-Karp
9,42,Karmarkar-Karp
9,2,Karmarkar-Karp
9,6,Karmarkar-Karp
9,8,Karmarkar-Karp
9,3,Karmarkar-Karp
9,7,Karmarkar-Karp
9,0,Karmarkar-Karp
9,1,Karmarkar-Karp
9,4,Karmarkar-Karp
9,2,Karmarkar-Karp
9,32,Karmarkar-Karp
9,6,Karmarkar-Karp
9,2,Karmarkar-Karp
9,20,Karmarkar-Karp
9,12,Karmarkar-Karp
9,7,Karmarkar-Karp
9,2,Karmarkar-Karp
9,1,Karmarkar-Karp
9,19,Karmarkar-Karp
9,6,Karmarkar-Karp
9,37,Karmarkar-Karp
10,22,Karmarkar-Karp
10,5,Karmarkar-Karp
10,0,Karmarkar-Karp
10,29,Karmarkar-Karp
10,39,Karmarkar-Karp
10,3,Karmarkar-Karp
10,21,Karmarkar-Karp
10,15,Karmarkar-Karp
10,39,Karmarkar-Karp
10,3,Karmarkar-Karp
10,13,Karmarkar-Karp
10,4,Karmarkar-Karp
10,2,Karmarkar-Karp
10,32,Karmarkar-Karp
10,10,Karmarkar-Karp
10,2,Karmarkar-Karp
10,25,Karmarkar-Karp
10,3,Karmarkar-Karp
10,112,Karmarkar-Karp
10,0,Karmarkar-Karp
10,78,Karmarkar-Karp
10,13,Karmarkar-Karp
10,17,Karmarkar-Karp
10,9,Karmarkar-Karp
10,18,Karmarkar-Karp
11,18,Karmarkar-Karp
11,31,Karmarkar-Karp
11,9,Karmarkar-Karp
11,13,Karmarkar-Karp
11,56,Karmarkar-Karp
11,38,Karmarkar-Karp
11,1,Karmarkar-Karp
11,17,Karmarkar-Karp
11,58,Karmarkar-Karp
11,56,Karmarkar-Karp
11,22,Karmarkar-Karp
11,18,Karmarkar-Karp
11,65,Karmarkar-Karp
11,51,Karmarkar-Karp
11,45,Karmarkar-Karp
11,43,Karmarkar-Karp
11,128,Karmarkar-Karp
11,47,Karmarkar-Karp
11,13,Karmarkar-Karp
11,33,Karmarkar-Karp
11,164,Karmarkar-Karp
11,147,Karmarkar-Karp
11,37,Karmarkar-Karp
11,2,Karmarkar-Karp
11,9,Karmarkar-Karp
12,68,Karmarkar-Karp
12,43,Karmarkar-Karp
12,125,Karmarkar-Karp
12,1105,Karmarkar-Karp
12,8,Karmarkar-Karp
12,53,Karmarkar-Karp
12,174,Karmarkar-Karp
12,34,Karmarkar-Karp
12,26,Karmarkar-Karp
12,5,Karmarkar-Karp
12,75,Karmarkar-Karp
12,24,Karmarkar-Karp
12,85,Karmarkar-Karp
12,79,Karmarkar-Karp
12,13,Karmarkar-Karp
12,2,Karmarkar-Karp
12,40,Karmarkar-Karp
12,15,Karmarkar-Karp
12,26,Karmarkar-Karp
12,35,Karmarkar-Karp
12,23,Karmarkar-Karp
12,98,Karmarkar-Karp
12,2,Karmarkar-Karp
12,93,Karmarkar-Karp
12,58,Karmarkar-Karp
13,118,Karmarkar-Karp
13,251,Karmarkar-Karp
13,54,Karmarkar-Karp
13,116,Karmarkar-Karp
13,53,Karmarkar-Karp
13,817,Karmarkar-Karp
13,26,Karmarkar-Karp
13,27,Karmarkar-Karp
13,91,Karmarkar-Karp
13,537,Karmarkar-Karp
13,20,Karmarkar-Karp
13,242,Karmarkar-Karp
13,65,Karmarkar-Karp
13,43,Karmarkar-Karp
13,71,Karmarkar-Karp
13,152,Karmarkar-Karp
13,91,Karmarkar-Karp
13,38,Karmarkar-Karp
13,206,Karmarkar-Karp
13,451,Karmarkar-Karp
13,24,Karmarkar-Karp
13,300,Karmarkar-Karp
13,156,Karmarkar-Karp
13,161,Karmarkar-Karp
13,87,Karmarkar-Karp
14,940,Karmarkar-Karp
14,437,Karmarkar-Karp
14,160,Karmarkar-Karp
14,224,Karmarkar-Karp
14,87,Karmarkar-Karp
14,45,Karmarkar-Karp
14,531,Karmarkar-Karp
14,954,Karmarkar-Karp
14,3005,Karmarkar-Karp
14,87,Karmarkar-Karp
14,154,Karmarkar-Karp
14,25,Karmarkar-Karp
14,30,Karmarkar-Karp
14,67,Karmarkar-Karp
14,658,Karmarkar-Karp
14,174,Karmarkar-Karp
14,359,Karmarkar-Karp
14,403,Karmarkar-Karp
14,1741,Karmarkar-Karp
14,166,Karmarkar-Karp
14,212,Karmarkar-Karp
14,230,Karmarkar-Karp
14,436,Karmarkar-Karp
14,103,Karmarkar-Karp
14,264,Karmarkar-Karp
15,9,Karmarkar-Karp
15,8,Karmarkar-Karp
15,343,Karmarkar-Karp
15,1072,Karmarkar-Karp
15,976,Karmarkar-Karp
15,114,Karmarkar-Karp
15,203,Karmarkar-Karp
15,219,Karmarkar-Karp
15,376,Karmarkar-Karp
15,1485,Karmarkar-Karp
15,927,Karmarkar-Karp
15,814,Karmarkar-Karp
15,107,Karmarkar-Karp
15,430,Karmarkar-Karp
15,88,Karmarkar-Karp
15,1776,Karmarkar-Karp
15,80,Karmarkar-Karp
15,105,Karmarkar-Karp
15,315,Karmarkar-Karp
15,453,Karmarkar-Karp
15,176,Karmarkar-Karp
15,4715,Karmarkar-Karp
15,3065,Karmarkar-Karp
15,84,Karmarkar-Karp
15,2503,Karmarkar-Karp
16,1136,Karmarkar-Karp
16,14,Karmarkar-Karp
16,145,Karmarkar-Karp
16,1083,Karmarkar-Karp
16,2425,Karmarkar-Karp
16,198,Karmarkar-Karp
16,3479,Karmarkar-Karp
16,398,Karmarkar-Karp
16,974,Karmarkar-Karp
16,590,Karmarkar-Karp
16,932,Karmarkar-Karp
16,99,Karmarkar-Karp
16,98,Karmarkar-Karp
16,21,Karmarkar-Karp
16,1113,Karmarkar-Karp
16,1470,Karmarkar-Karp
16,164,Karmarkar-Karp
16,127,Karmarkar-Karp
16,2432,Karmarkar-Karp
16,11,Karmarkar-Karp
16,447,Karmarkar-Karp
16,3374,Karmarkar-Karp
16,165,Karmarkar-Karp
16,260,Karmarkar-Karp
16,1082,Karmarkar-Karp
17,143,Karmarkar-Karp
17,2668,Karmarkar-Karp
17,1119,Karmarkar-Karp
17,13866,Karmarkar-Karp
17,912,Karmarkar-Karp
17,4924,Karmarkar-Karp
17,2387,Karmarkar-Karp
17,8830,Karmarkar-Karp
17,4142,Karmarkar-Karp
17,69,Karmarkar-Karp
17,1790,Karmarkar-Karp
17,2653,Karmarkar-Karp
17,11,Karmarkar-Karp
17,10144,Karmarkar-Karp
17,192,Karmarkar-Karp
17,5497,Karmarkar-Karp
17,3440,Karmarkar-Karp
17,1669,Karmarkar-Karp
17,164,Karmarkar-Karp
17,1482,Karmarkar-Karp
17,65,Karmarkar-Karp
17,10794,Karmarkar-Karp
17,272,Karmarkar-Karp
17,4191,Karmarkar-Karp
17,774,Karmarkar-Karp
18,2524,Karmarkar-Karp
18,1592,Karmarkar-Karp
18,6321,Karmarkar-Karp
18,5055,Karmarkar-Karp
18,6364,Karmarkar-Karp
18,36689,Karmarkar-Karp
18,4437,Karmarkar-Karp
18,23631,Karmarkar-Karp
18,3725,Karmarkar-Karp
18,2651,Karmarkar-Karp
18,6502,Karmarkar-Karp
18,10355,Karmarkar-Karp
18,2003,Karmarkar-Karp
18,5999,Karmarkar-Karp
18,208,Karmarkar-Karp
18,1759,Karmarkar-Karp
18,57,Karmarkar-Karp
18,65,Karmarkar-Karp
18,165,Karmarkar-Karp
18,6593,Karmarkar-Karp
18,3482,Karmarkar-Karp
18,18399,Karmarkar-Karp
18,1804,Karmarkar-Karp
18,9720,Karmarkar-Karp
18,5266,Karmarkar-Karp
19,40210,Karmarkar-Karp
19,6003,Karmarkar-Karp
19,929,Karmarkar-Karp
19,6316,Karmarkar-Karp
19,2668,Karmarkar-Karp
19,1366,Karmarkar-Karp
19,3157,Karmarkar-Karp
19,10919,Karmarkar-Karp
19,46136,Karmarkar-Karp
19,6208,Karmarkar-Karp
19,1948,Karmarkar-Karp
19,2764,Karmarkar-Karp
19,12156,Karmarkar-Karp
19,781,Karmarkar-Karp
19,5900,Karmarkar-Karp
19,475,Karmarkar-Karp
19,4536,Karmarkar-Karp
19,7278,Karmarkar-Karp
19,751,Karmarkar-Karp
19,15387,Karmarkar-Karp
19,13930,Karmarkar-Karp
19,2130,Karmarkar-Karp
19,2513,Karmarkar-Karp
19,3321,Karmarkar-Karp
19,80,Karmarkar-Karp
20,56145,Karmarkar-Karp
20,20440,Karmarkar-Karp
20,3267,Karmarkar-Karp
20,16289,Karmarkar-Karp
20,13847,Karmarkar-Karp
20,10384,Karmarkar-Karp
20,7699,Karmarkar-Karp
20,14090,Karmarkar-Karp
20,12902,Karmarkar-Karp
20,33188,Karmarkar-Karp
20,19615,Karmarkar-Karp
20,28638,Karmarkar-Karp
20,4194,Karmarkar-Karp
20,1551,Karmarkar-Karp
20,4102,Karmarkar-Karp
20,4425,Karmarkar-Karp
20,6167,Karmarkar-Karp
20,9231,Karmarkar-Karp
20,14085,Karmarkar-Karp
20,73117,Karmarkar-Karp
20,4987,Karmarkar-Karp
20,40201,Karmarkar-Karp
20,15245,Karmarkar-Karp
20,20729,Karmarkar-Karp
20,1133,Karmarkar-Karp
2,1,Complete Karmarkar-Karp
2,0,Complete Karmarkar-Karp
2,1,Complete Karmarkar-Karp
2,0,Complete Karmarkar-Karp
2,1,Complete Karmarkar-Karp
2,1,Complete Karmarkar-Karp
2,0,Complete Karmarkar-Karp
2,1,Complete Karmarkar-Karp
2,0,Complete Karmarkar-Karp
2,1,Complete Karmarkar-Karp
2,0,Complete Karmarkar-Karp
2,1,Complete Karmarkar-Karp
2,1,Complete Karmarkar-Karp
2,0,Complete Karmarkar-Karp
2,0,Complete Karmarkar-Karp
2,1,Complete Karmarkar-Karp
2,0,Complete Karmarkar-Karp
2,0,Complete Karmarkar-Karp
2,0,Complete Karmarkar-Karp
2,1,Complete Karmarkar-Karp
2,1,Complete Karmarkar-Karp
2,0,Complete Karmarkar-Karp
2,1,Complete Karmarkar-Karp
2,0,Complete Karmarkar-Karp
2,0,Complete Karmarkar-Karp
3,1,Complete Karmarkar-Karp
3,1,Complete Karmarkar-Karp
3,0,Complete Karmarkar-Karp
3,2,Complete Karmarkar-Karp
3,0,Complete Karmarkar-Karp
3,0,Complete Karmarkar-Karp
3,0,Complete Karmarkar-Karp
3,1,Complete Karmarkar-Karp
3,1,Complete Karmarkar-Karp
3,1,Complete Karmarkar-Karp
3,1,Complete Karmarkar-Karp
3,0,Complete Karmarkar-Karp
3,1,Complete Karmarkar-Karp
3,1,Complete Karmarkar-Karp
3,1,Complete Karmarkar-Karp
3,1,Complete Karmarkar-Karp
3,1,Complete Karmarkar-Karp
3,0,Complete Karmarkar-Karp
3,0,Complete Karmarkar-Karp
3,1,Complete Karmarkar-Karp
3,1,Complete Karmarkar-Karp
3,0,Complete Karmarkar-Karp
3,1,Complete Karmarkar-Karp
3,1,Complete Karmarkar-Karp
3,1,Complete Karmarkar-Karp
4,0,Complete Karmarkar-Karp
4,0,Complete Karmarkar-Karp
4,0,Complete Karmarkar-Karp
4,0,Complete Karmarkar-Karp
4,0,Complete Karmarkar-Karp
4,1,Complete Karmarkar-Karp
4,1,Complete Karmarkar-Karp
4,1,Complete Karmarkar-Karp
4,0,Complete Karmarkar-Karp
4,0,Complete Karmarkar-Karp
4,0,Complete Karmarkar-Karp
4,1,Complete Karmarkar-Karp
4,2,Complete Karmarkar-Karp
4,0,Complete Karmarkar-Karp
4,1,Complete Karmarkar-Karp
4,1,Complete Karmarkar-Karp
4,0,Complete Karmarkar-Karp
4,1,Complete Karmarkar-Karp
4,1,Complete Karmarkar-Karp
4,1,Complete Karmarkar-Karp
4,0,Complete Karmarkar-Karp
4,0,Complete Karmarkar-Karp
4,3,Complete Karmarkar-Karp
4,1,Complete Karmarkar-Karp
4,1,Complete Karmarkar-Karp
5,1,Complete Karmarkar-Karp
5,1,Complete Karmarkar-Karp
5,1,Complete Karmarkar-Karp
5,2,Complete Karmarkar-Karp
5,0,Complete Karmarkar-Karp
5,1,Complete Karmarkar-Karp
5,2,Complete Karmarkar-Karp
5,2,Complete Karmarkar-Karp
5,2,Complete Karmarkar-Karp
5,2,Complete Karmarkar-Karp
5,0,Complete Karmarkar-Karp
5,0,Complete Karmarkar-Karp
5,1,Complete Karmarkar-Karp
5,1,Complete Karmarkar-Karp
5,0,Complete Karmarkar-Karp
5,1,Complete Karmarkar-Karp
5,1,Complete Karmarkar-Karp
5,1,Complete Karmarkar-Karp
5,1,Complete Karmarkar-Karp
5,1,Complete Karmarkar-Karp
5,1,Complete Karmarkar-Karp
5,0,Complete Karmarkar-Karp
5,1,Complete Karmarkar-Karp
5,1,Complete Karmarkar-Karp
5,2,Complete Karmarkar-Karp
6,0,Complete Karmarkar-Karp
6,3,Complete Karmarkar-Karp
6,0,Complete Karmarkar-Karp
6,0,Complete Karmarkar-Karp
6,0,Complete Karmarkar-Karp
6,0,Complete Karmarkar-Karp
6,1,Complete Karmarkar-Karp
6,5,Complete Karmarkar-Karp
6,0,Complete Karmarkar-Karp
6,0,Complete Karmarkar-Karp
6,1,Complete Karmarkar-Karp
6,1,Complete Karmarkar-Karp
6,1,Complete Karmarkar-Karp
6,3,Complete Karmarkar-Karp
6,3,Complete Karmarkar-Karp
6,1,Complete Karmarkar-Karp
6,0,Complete Karmarkar-Karp
6,0,Complete Karmarkar-Karp
6,11,Complete Karmarkar-Karp
6,1,Complete Karmarkar-Karp
6,2,Complete Karmarkar-Karp
6,2,Complete Karmarkar-Karp
6,1,Complete Karmarkar-Karp
6,1,Complete Karmarkar-Karp
6,2,Complete Karmarkar-Karp
7,2,Complete Karmarkar-Karp
7,2,Complete Karmarkar-Karp
7,2,Complete Karmarkar-Karp
7,5,Complete Karmarkar-Karp
7,1,Complete Karmarkar-Karp
7,0,Complete Karmarkar-Karp
7,2,Complete Karmarkar-Karp
7,2,Complete Karmarkar-Karp
7,0,Complete Karmarkar-Karp
7,5,Complete Karmarkar-Karp
7,0,Complete Karmarkar-Karp
7,1,Complete Karmarkar-Karp
7,1,Complete Karmarkar-Karp
7,0,Complete Karmarkar-Karp
7,5,Complete Karmarkar-Karp
7,2,Complete Karmarkar-Karp
7,2,Complete Karmarkar-Karp
7,5,Complete Karmarkar-Karp
7,1,Complete Karmarkar-Karp
7,1,Complete Karmarkar-Karp
7,1,Complete Karmarkar-Karp
7,0,Complete Karmarkar-Karp
7,2,Complete Karmarkar-Karp
7,1,Complete Karmarkar-Karp
7,1,Complete Karmarkar-Karp
8,1,Complete Karmarkar-Karp
8,0,Complete Karmarkar-Karp
8,6,Complete Karmarkar-Karp
8,2,Complete Karmarkar-Karp
8,0,Complete Karmarkar-Karp
8,4,Complete Karmarkar-Karp
8,0,Complete Karmarkar-Karp
8,1,Complete Karmarkar-Karp
8,1,Complete Karmarkar-Karp
8,6,Complete Karmarkar-Karp
8,9,Complete Karmarkar-Karp
8,11,Complete Karmarkar-Karp
8,2,Complete Karmarkar-Karp
8,0,Complete Karmarkar-Karp
8,8,Complete Karmarkar-Karp
8,3,Complete Karmarkar-Karp
8,8,Complete Karmarkar-Karp
8,1,Complete Karmarkar-Karp
8,1,Complete Karmarkar-Karp
8,5,Complete Karmarkar-Karp
8,5,Complete Karmarkar-Karp
8,0,Complete Karmarkar-Karp
8,5,Complete Karmarkar-Karp
8,7,Complete Karmarkar-Karp
8,9,Complete Karmarkar-Karp
9,37,Complete Karmarkar-Karp
9,4,Complete Karmarkar-Karp
9,2,Complete Karmarkar-Karp
9,3,Complete Karmarkar-Karp
9,42,Complete Karmarkar-Karp
9,2,Complete Karmarkar-Karp
9,6,Complete Karmarkar-Karp
9,8,Complete Karmarkar-Karp
9,3,Complete Karmarkar-Karp
9,7,Complete Karmarkar-Karp
9,0,Complete Karmarkar-Karp
9,1,Complete Karmarkar-Karp
9,4,Complete Karmarkar-Karp
9,2,Complete Karmarkar-Karp
9,32,Complete Karmarkar-Karp
9,6,Complete Karmarkar-Karp
9,2,Complete Karmarkar-Karp
9,20,Complete Karmarkar-Karp
9,12,Complete Karmarkar-Karp
9,7,Complete Karmarkar-Karp
9,2,Complete Karmarkar-Karp
9,1,Complete Karmarkar-Karp
9,19,Complete Karmarkar-Karp
9,6,Complete Karmarkar-Karp
9,37,Complete Karmarkar-Karp
10,22,Complete Karmarkar-Karp
10,5,Complete Karmarkar-Karp
10,0,Complete Karmarkar-Karp
10,29,Complete Karmarkar-Karp
10,39,Complete Karmarkar-Karp
10,3,Complete Karmarkar-Karp
10,21,Complete Karmarkar-Karp
10,15,Complete Karmarkar-Karp
10,39,Complete Karmarkar-Karp
10,3,Complete Karmarkar-Karp
10,13,Complete Karmarkar-Karp
10,4,Complete Karmarkar-Karp
10,2,Complete Karmarkar-Karp
10,32,Complete Karmarkar-Karp
10,10,Complete Karmarkar-Karp
10,2,Complete Karmarkar-Karp
10,25,Complete Karmarkar-Karp
10,3,Complete Karmarkar-Karp
10,112,Complete Karmarkar-Karp
10,0,Complete Karmarkar-Karp
10,78,Complete Karmarkar-Karp
10,13,Complete Karmarkar-Karp
10,17,Complete Karmarkar-Karp
10,9,Complete Karmarkar-Karp
10,18,Complete Karmarkar-Karp
11,18,Complete Karmarkar-Karp
11,31,Complete Karmarkar-Karp
11,9,Complete Karmarkar-Karp
11,13,Complete Karmarkar-Karp
11,56,Complete Karmarkar-Karp
11,38,Complete Karmarkar-Karp
11,1,Complete Karmarkar-Karp
11,17,Complete Karmarkar-Karp
11,58,Complete Karmarkar-Karp
11,56,Complete Karmarkar-Karp
11,22,Complete Karmarkar-Karp
11,18,Complete Karmarkar-Karp
11,65,Complete Karmarkar-Karp
11,51,Complete Karmarkar-Karp
11,45,Complete Karmarkar-Karp
11,43,Complete Karmarkar-Karp
11,128,Complete Karmarkar-Karp
11,47,Complete Karmarkar-Karp
11,13,Complete Karmarkar-Karp
11,33,Complete Karmarkar-Karp
11,164,Complete Karmarkar-Karp
11,147,Complete Karmarkar-Karp
11,37,Complete Karmarkar-Karp
11,2,Complete Karmarkar-Karp
11,9,Complete Karmarkar-Karp
12,68,Complete Karmarkar-Karp
12,43,Complete Karmarkar-Karp
12,125,Complete Karmarkar-Karp
12,1105,Complete Karmarkar-Karp
12,8,Complete Karmarkar-Karp
12,53,Complete Karmarkar-Karp
12,174,Complete Karmarkar-Karp
12,34,Complete Karmarkar-Karp
